t / s;&j / arb.u;&w / 1/s;t / s;M / arb.u
346,98;0,01;0;346,98;-3,071
347,03;0,01;0;347,03;-3,071
347,08;0,01;0;347,08;-3,071
347,13;0,01;0;347,13;-3,071
347,18;0,01;0;347,18;-3,071
347,23;0,01;0;347,23;-3,071
347,28;0,01;0;347,28;-3,071
347,33;0,01;0;347,33;-3,071
347,38;0,01;0;347,38;-3,071
347,43;0,01;0;347,43;-3,071
347,48;0,01;0;347,48;-3,071
347,53;0,01;0;347,53;-3,071
347,58;0,01;0;347,58;-3,071
347,63;0,01;0;347,63;-3,071
347,68;0,01;0;347,68;-3,071
347,73;0,01;0;347,73;-3,071
347,78;0,01;0;347,78;-3,071
347,83;0,01;0;347,83;-3,071
347,88;0,01;0;347,88;-3,071
347,93;0,01;0;347,93;-3,071
347,98;0,01;0;347,98;-3,071
348,03;0,01;0;348,03;-3,071
348,08;0,01;0;348,08;-3,071
348,13;0,01;0;348,13;-3,071
348,18;0,01;0;348,18;-3,071
348,23;0,01;0;348,23;-3,071
348,28;0,01;0;348,28;-3,071
348,33;0,01;0;348,33;-3,071
348,38;0,01;0;348,38;-3,071
348,43;0,01;0;348,43;-3,071
348,48;0,01;0;348,48;-3,071
348,53;0,01;0;348,53;-3,071
348,58;0,01;0;348,58;-3,071
348,63;0,01;0;348,63;-3,071
348,68;0,01;0;348,68;-3,071
348,73;0,01;0;348,73;-3,071
348,78;0,01;0;348,78;-3,071
348,83;0,01;0;348,83;-3,071
348,88;0,01;0;348,88;-3,071
348,93;0,01;0;348,93;-3,071
348,98;0,01;0;348,98;-3,071
349,03;0,01;0;349,03;-3,071
349,08;0,01;0;349,08;-3,071
349,13;0,01;0;349,13;-3,071
349,18;0,01;0;349,18;-3,071
349,23;0,01;0;349,23;-3,071
349,28;0,01;0;349,28;-3,071
349,33;0,01;0;349,33;-3,071
349,38;0,01;0;349,38;-3,071
349,43;0,01;0;349,43;-3,071
349,48;0,01;0;349,48;-3,071
349,53;0,01;0;349,53;-3,071
349,58;0,01;0;349,58;-3,071
349,63;0,01;0;349,63;-3,071
349,68;0,01;0;349,68;-3,071
349,73;0,01;0;349,73;-3,071
349,78;0,01;0;349,78;-3,071
349,83;0,01;0;349,83;-3,071
349,88;0,01;0;349,88;-3,071
349,93;0,01;0;349,93;-3,071
349,98;0,01;0;349,98;-3,071
350,03;0,01;0;350,03;-3,071
350,08;0,01;0;350,08;-3,071
350,13;0,01;0;350,13;-3,071
350,18;0,01;0;350,18;-3,071
350,23;0,01;0;350,23;-3,071
350,28;0,01;0;350,28;-3,071
350,33;0,01;0;350,33;-3,071
350,38;0,01;0;350,38;-3,071
350,43;0,01;0;350,43;-3,071
350,48;0,01;0;350,48;-3,071
350,53;0,01;0;350,53;-3,071
350,58;0,01;0;350,58;-3,071
350,63;0,01;0;350,63;-3,071
350,68;0,01;0;350,68;-3,071
350,73;0,01;0;350,73;-3,071
350,78;0,01;0;350,78;-3,071
350,83;0,01;0;350,83;-3,071
350,88;0,01;0;350,88;-3,071
350,93;0,01;0;350,93;-3,071
350,98;0,01;0;350,98;-3,071
351,03;0,01;0;351,03;-3,071
351,08;0,01;0;351,08;-3,071
351,13;0,01;0;351,13;-3,071
351,18;0,01;0;351,18;-3,071
351,23;0,01;0;351,23;-3,071
351,28;0,01;0;351,28;-3,071
351,33;0,01;-0,2;351,33;-3,071
351,38;-0,01;-0,5;351,38;-3,071
351,43;-0,04;-0,9;351,43;-3,071
351,48;-0,09;-1,3;351,48;-3,071
351,53;-0,17;-1,7;351,53;-3,071
351,58;-0,26;-2;351,58;-3,071
351,63;-0,37;-2,3;351,63;-3,071
351,68;-0,49;-2,5;351,68;-3,071
351,73;-0,62;-2,6;351,73;-3,071
351,78;-0,75;-2,6;351,78;-3,071
351,83;-0,88;-2,4;351,83;-3,071
351,88;-0,99;-2,1;351,88;-3,071
351,93;-1,09;-1,8;351,93;-3,071
351,98;-1,17;-1,4;351,98;-3,071
352,03;-1,23;-1;352,03;-3,071
352,08;-1,27;-0,7;352,08;-3,071
352,13;-1,3;-0,6;352,13;-3,071
352,18;-1,33;-0,6;352,18;-3,071
352,23;-1,36;-0,7;352,23;-3,071
352,28;-1,4;-0,7;352,28;-3,071
352,33;-1,43;-0,4;352,33;-3,071
352,38;-1,44;-0,1;352,38;-3,071
352,43;-1,44;0;352,43;-3,071
352,48;-1,44;0;352,48;-3,071
352,53;-1,44;0;352,53;-3,071
352,58;-1,44;0;352,58;-3,071
352,63;-1,44;0;352,63;-3,071
352,68;-1,44;0;352,68;-3,071
352,73;-1,44;0;352,73;-3,071
352,78;-1,44;0;352,78;-3,071
352,83;-1,44;0;352,83;-3,071
352,88;-1,44;0;352,88;-3,071
352,93;-1,44;0;352,93;-3,071
352,98;-1,44;0;352,98;-3,071
353,03;-1,44;0;353,03;-3,071
353,08;-1,44;0;353,08;-3,071
353,13;-1,44;0;353,13;-3,071
353,18;-1,44;0;353,18;-3,071
353,23;-1,44;0,1;353,23;-3,071
353,28;-1,43;0,6;353,28;-3,071
353,33;-1,39;1,2;353,33;-3,071
353,38;-1,31;1,8;353,38;-3,071
353,43;-1,2;2,4;353,43;-3,071
353,48;-1,07;2,9;353,48;-3,071
353,53;-0,92;3,2;353,53;-3,071
353,58;-0,75;3,4;353,58;-3,071
353,63;-0,57;3,6;353,63;-3,071
353,68;-0,39;3,5;353,68;-3,071
353,73;-0,22;3,4;353,73;-3,071
353,78;-0,05;3,2;353,78;-3,071
353,83;0,1;3;353,83;-3,071
353,88;0,25;2,8;353,88;-3,071
353,93;0,38;2,5;353,93;-3,071
353,98;0,5;2,2;353,98;-3,071
354,03;0,6;1,8;354,03;-3,071
354,08;0,68;1,4;354,08;-3,071
354,13;0,74;1;354,13;-3,071
354,18;0,78;0,5;354,18;-3,071
354,23;0,79;0,1;354,23;-3,071
354,28;0,79;-0,3;354,28;-3,071
354,33;0,76;-0,7;354,33;-3,071
354,38;0,72;-1;354,38;-3,071
354,43;0,67;-1,3;354,43;-3,071
354,48;0,6;-1,5;354,48;-3,071
354,53;0,52;-1,7;354,53;-3,071
354,58;0,43;-1,7;354,58;-3,071
354,63;0,34;-1,8;354,63;-3,071
354,68;0,25;-1,8;354,68;-3,071
354,73;0,16;-1,7;354,73;-3,071
354,78;0,08;-1,6;354,78;-3,071
354,83;0;-1,6;354,83;-3,071
354,88;-0,08;-1,5;354,88;-3,071
354,93;-0,15;-1,3;354,93;-3,071
354,98;-0,21;-1,1;354,98;-3,071
355,03;-0,26;-0,9;355,03;-3,071
355,08;-0,3;-0,7;355,08;-3,071
355,13;-0,33;-0,5;355,13;-3,071
355,18;-0,35;-0,3;355,18;-3,071
355,23;-0,37;-0,1;355,23;-3,071
355,28;-0,37;0;355,28;-3,071
355,33;-0,36;0,2;355,33;-3,071
355,38;-0,35;0,4;355,38;-3,071
355,43;-0,32;0,5;355,43;-3,071
355,48;-0,29;0,7;355,48;-3,071
355,53;-0,25;0,8;355,53;-3,071
355,58;-0,21;0,8;355,58;-3,071
355,63;-0,17;0,9;355,63;-3,071
355,68;-0,12;0,9;355,68;-3,071
355,73;-0,08;0,9;355,73;-3,071
355,78;-0,04;0,8;355,78;-3,071
355,83;0;0,8;355,83;-3,071
355,88;0,04;0,7;355,88;-3,071
355,93;0,08;0,7;355,93;-3,071
355,98;0,11;0,6;355,98;-3,071
356,03;0,13;0,5;356,03;-3,071
356,08;0,16;0,4;356,08;-3,071
356,13;0,18;0,3;356,13;-3,071
356,18;0,19;0,2;356,18;-3,071
356,23;0,19;0,1;356,23;-3,071
356,28;0,2;0;356,28;-3,071
356,33;0,19;0;356,33;-3,071
356,38;0,19;-0,1;356,38;-3,071
356,43;0,18;-0,2;356,43;-3,071
356,48;0,17;-0,3;356,48;-3,071
356,53;0,15;-0,4;356,53;-3,071
356,58;0,13;-0,4;356,58;-3,071
356,63;0,11;-0,4;356,63;-3,071
356,68;0,09;-0,4;356,68;-3,071
356,73;0,07;-0,4;356,73;-3,071
356,78;0,05;-0,4;356,78;-3,071
356,83;0,03;-0,3;356,83;-3,071
356,88;0,01;-0,4;356,88;-3,071
356,93;-0,01;-0,3;356,93;-3,071
356,98;-0,02;-0,3;356,98;-3,071
357,03;-0,04;-0,3;357,03;-3,071
357,08;-0,05;-0,2;357,08;-3,071
357,13;-0,06;-0,2;357,13;-3,071
357,18;-0,06;-0,1;357,18;-3,071
357,23;-0,07;-0,1;357,23;-3,071
357,28;-0,07;0;357,28;-3,071
357,33;-0,07;0;357,33;-3,071
357,38;-0,07;0;357,38;-3,071
357,43;-0,07;0,1;357,43;-3,071
357,48;-0,06;0,1;357,48;-3,071
357,53;-0,05;0,1;357,53;-3,071
357,58;-0,05;0,2;357,58;-3,071
357,63;-0,04;0,2;357,63;-3,071
357,68;-0,03;0,2;357,68;-3,071
357,73;-0,02;0,2;357,73;-3,071
357,78;-0,01;0,2;357,78;-3,071
357,83;0;0,2;357,83;-3,071
357,88;0,01;0,2;357,88;-3,071
357,93;0,01;0,2;357,93;-3,071
357,98;0,02;0,1;357,98;-3,071
358,03;0,03;0,1;358,03;-3,071
358,08;0,04;0,1;358,08;-3,071
358,13;0,04;0,1;358,13;-3,071
358,18;0,04;0,1;358,18;-3,071
358,23;0,05;0,1;358,23;-3,071
358,28;0,05;0;358,28;-3,071
358,33;0,05;0;358,33;-3,071
358,38;0,05;0;358,38;-3,071
358,43;0,05;0;358,43;-3,071
358,48;0,05;0;358,48;-3,071
358,53;0,05;-0,1;358,53;-3,071
358,58;0,04;-0,1;358,58;-3,071
358,63;0,04;-0,1;358,63;-3,071
358,68;0,04;-0,1;358,68;-3,071
358,73;0,03;-0,1;358,73;-3,071
358,78;0,03;-0,1;358,78;-3,071
358,83;0,02;-0,1;358,83;-3,071
358,88;0,02;-0,1;358,88;-3,071
358,93;0,01;-0,1;358,93;-3,071
358,98;0,01;-0,1;358,98;-3,071
359,03;0,01;-0,1;359,03;-3,071
359,08;0;0;359,08;-3,071
359,13;0;0;359,13;-3,071
359,18;0;0;359,18;-3,071
359,23;0;0;359,23;-3,071
359,28;0;0;359,28;-3,071
359,33;0;0;359,33;-3,071
359,38;0;0;359,38;-3,071
359,43;0;0;359,43;-3,071
359,48;0;0;359,48;-3,071
359,53;0;0;359,53;-3,071
359,58;0;0;359,58;-3,071
359,63;0;0,1;359,63;-3,071
359,68;0;0;359,68;-3,071
359,73;0;0;359,73;-3,071
359,78;0,01;0;359,78;-3,071
359,83;0;0;359,83;-3,071
359,88;0,01;0,1;359,88;-3,071
359,93;0,01;0;359,93;-3,071
359,98;0,01;0;359,98;-3,071
360,03;0,01;0;360,03;-3,071
360,08;0,01;0;360,08;-3,071
360,13;0,01;0;360,13;-3,071
360,18;0,01;0;360,18;-3,071
360,23;0,01;0;360,23;-3,071
360,28;0,01;0;360,28;-3,071
360,33;0,01;0;360,33;-3,071
360,38;0,02;0;360,38;-3,071
360,43;0,02;0;360,43;-3,071
360,48;0,02;0;360,48;-3,071
360,53;0,01;0;360,53;-3,071
360,58;0,01;0;360,58;-3,071
360,63;0,01;0;360,63;-3,071
360,68;0,01;0;360,68;-3,071
360,73;0,01;0;360,73;-3,071
360,78;0,01;0;360,78;-3,071
360,83;0,01;0;360,83;-3,071
360,88;0,02;0;360,88;-3,071
360,93;0,02;0;360,93;-3,071
360,98;0,02;0;360,98;-3,071
361,03;0,02;0;361,03;-3,071
361,08;0,02;0;361,08;-3,071
361,13;0,01;0;361,13;-3,071
361,18;0,01;0;361,18;-3,071
361,23;0,01;0;361,23;-3,071
361,28;0,01;0;361,28;-3,071
361,33;0,01;0;361,33;-3,071
361,38;0,02;0;361,38;-3,071
361,43;0,02;0;361,43;-3,071
361,48;0,02;0;361,48;-3,071
361,53;0,02;0;361,53;-3,071
361,58;0,02;0;361,58;-3,071
361,63;0,02;0;361,63;-3,071
361,68;0,01;0;361,68;-3,071
361,73;0,01;0;361,73;-3,071
361,78;0,02;0;361,78;-3,071
361,83;0,01;0;361,83;-3,071
361,88;0,01;0;361,88;-3,071
361,93;0,01;0;361,93;-3,071
361,98;0,01;0;361,98;-3,071
362,03;0,01;0;362,03;-3,071
362,08;0,01;0;362,08;-3,071
362,13;0,01;0;362,13;-3,071
362,18;0,01;0;362,18;-3,071
362,23;0,01;0;362,23;-3,071
362,28;0,01;0;362,28;-3,071
362,33;0,01;0;362,33;-3,071
362,38;0,01;0;362,38;-3,071
362,43;0,01;0;362,43;-3,071
362,48;0,01;0;362,48;-3,071
362,53;0,01;0;362,53;-3,071
362,58;0,01;0;362,58;-3,071
362,63;0,01;0;362,63;-3,071
362,68;0,01;0;362,68;-3,071
362,73;0,01;0;362,73;-3,071
362,78;0,01;0;362,78;-3,071
362,83;0,01;0;362,83;-3,071
362,88;0,02;0;362,88;-3,071
362,93;0,01;0;362,93;-3,071
362,98;0,01;0;362,98;-3,071
363,03;0,01;0;363,03;-3,071
363,08;0,01;0;363,08;-3,071
363,13;0,01;0;363,13;-3,071
363,18;0,01;0;363,18;-3,071
363,23;0,01;0;363,23;-3,071
363,28;0,01;0;363,28;-3,071
363,33;0,01;0;363,33;-3,071
363,38;0,01;0;363,38;-3,071
363,43;0,01;0;363,43;-3,071
363,48;0,01;0;363,48;-3,071
363,53;0,01;0,1;363,53;-3,071
363,58;0,02;0;363,58;-3,071
363,63;0,02;0;363,63;-3,071
363,68;0,02;0;363,68;-3,071
363,73;0,02;0;363,73;-3,071
363,78;0,02;0;363,78;-3,071
363,83;0,01;0;363,83;-3,071
363,88;0,01;0;363,88;-3,071
363,93;0,01;0;363,93;-3,071
363,98;0,01;0;363,98;-3,071
364,03;0,01;0;364,03;-3,071
364,08;0,01;0;364,08;-3,071
364,13;0,02;0;364,13;-3,071
364,18;0,01;0;364,18;-3,071
364,23;0,01;0;364,23;-3,071
364,28;0,01;0;364,28;-3,071
364,33;0,01;0;364,33;-3,071
364,38;0,01;0;364,38;-3,071
364,43;0,01;0;364,43;-3,071
364,48;0,01;0;364,48;-3,071
364,53;0,01;0;364,53;-3,071
364,58;0,01;0;364,58;-3,071
364,63;0,02;0,1;364,63;-3,071
364,68;0,02;0;364,68;-3,071
364,73;0,02;0;364,73;-3,071
364,78;0,02;0;364,78;-3,071
364,83;0,01;0;364,83;-3,071
364,88;0,01;0;364,88;-3,071
364,93;0,01;0;364,93;-3,071
364,98;0,01;0;364,98;-3,071
365,03;0,01;0;365,03;-3,071
365,08;0,01;0;365,08;-3,071
365,13;0,01;0;365,13;-3,071
365,18;0,01;0;365,18;-3,071
365,23;0,01;0;365,23;-3,071
365,28;0,01;0;365,28;-3,071
365,33;0,01;0;365,33;-3,071
365,38;0,01;0;365,38;-3,071
365,43;0,01;0;365,43;-3,071
365,48;0,01;-0,1;365,48;-3,071
365,53;0;-0,4;365,53;-3,071
365,58;-0,03;-0,7;365,58;-3,071
365,63;-0,07;-1;365,63;-3,071
365,68;-0,12;-1,2;365,68;-3,071
365,73;-0,19;-1,5;365,73;-3,071
365,78;-0,28;-1,9;365,78;-3,071
365,83;-0,38;-2,2;365,83;-3,071
365,88;-0,5;-2,4;365,88;-3,071
365,93;-0,62;-2,5;365,93;-3,071
365,98;-0,75;-2,4;365,98;-3,071
366,03;-0,86;-2,2;366,03;-3,071
366,08;-0,96;-1,9;366,08;-3,071
366,13;-1,06;-1,6;366,13;-3,071
366,18;-1,13;-1,3;366,18;-3,071
366,23;-1,19;-1,1;366,23;-3,071
366,28;-1,24;-0,9;366,28;-3,071
366,33;-1,28;-0,8;366,33;-3,071
366,38;-1,32;-0,7;366,38;-3,071
366,43;-1,35;-0,6;366,43;-3,071
366,48;-1,38;-0,6;366,48;-3,071
366,53;-1,41;-0,5;366,53;-3,071
366,58;-1,44;-0,3;366,58;-3,071
366,63;-1,44;0;366,63;-3,071
366,68;-1,44;0;366,68;-3,071
366,73;-1,44;-0,1;366,73;-3,071
366,78;-1,44;0;366,78;-3,071
366,83;-1,44;0;366,83;-3,071
366,88;-1,44;0;366,88;-3,071
366,93;-1,44;0;366,93;-3,071
366,98;-1,44;0;366,98;-3,071
367,03;-1,44;0;367,03;-3,071
367,08;-1,44;0;367,08;-3,071
367,13;-1,44;0;367,13;-3,071
367,18;-1,44;0;367,18;-3,071
367,23;-1,44;0;367,23;-3,071
367,28;-1,44;0;367,28;-3,071
367,33;-1,44;0;367,33;-3,071
367,38;-1,44;0;367,38;-3,071
367,43;-1,44;0;367,43;-3,071
367,48;-1,44;0;367,48;-3,071
367,53;-1,44;0;367,53;-3,071
367,58;-1,44;0;367,58;-3,071
367,63;-1,44;0;367,63;-3,071
367,68;-1,44;0;367,68;-3,071
367,73;-1,44;0;367,73;-3,071
367,78;-1,44;0;367,78;-3,071
367,83;-1,44;0;367,83;-3,071
367,88;-1,44;0;367,88;-3,071
367,93;-1,44;0;367,93;-3,071
367,98;-1,44;0;367,98;-3,071
368,03;-1,44;0;368,03;-3,071
368,08;-1,44;0;368,08;-3,071
368,13;-1,44;0;368,13;-3,071
368,18;-1,44;0;368,18;-3,071
368,23;-1,44;0;368,23;-3,071
368,28;-1,44;0;368,28;-3,071
368,33;-1,44;0;368,33;-3,071
368,38;-1,44;0;368,38;-3,071
368,43;-1,44;0;368,43;-3,071
368,48;-1,44;0;368,48;-3,071
368,53;-1,44;0;368,53;-3,071
368,58;-1,44;0;368,58;-3,071
368,63;-1,44;0;368,63;-3,071
368,68;-1,44;0;368,68;-3,071
368,73;-1,44;0;368,73;-3,071
368,78;-1,44;0;368,78;-3,071
368,83;-1,44;0;368,83;-3,071
368,88;-1,44;0;368,88;-3,071
368,93;-1,44;0;368,93;-3,071
368,98;-1,44;0;368,98;-3,071
369,03;-1,44;0;369,03;-3,071
369,08;-1,44;0;369,08;-3,071
369,13;-1,44;0;369,13;-3,071
369,18;-1,44;0;369,18;-3,071
369,23;-1,44;0;369,23;-3,071
369,28;-1,44;0;369,28;-3,071
369,33;-1,44;0;369,33;-3,071
369,38;-1,44;0;369,38;-3,071
369,43;-1,44;0;369,43;-3,071
369,48;-1,44;0;369,48;-3,071
369,53;-1,44;0;369,53;-3,071
369,58;-1,44;0;369,58;-3,071
369,63;-1,44;0;369,63;-3,071
369,68;-1,44;0;369,68;-3,071
369,73;-1,44;0,3;369,73;-3,071
369,78;-1,41;0,9;369,78;-3,071
369,83;-1,35;1,5;369,83;-3,071
369,88;-1,26;2,1;369,88;-3,071
369,93;-1,15;2,6;369,93;-3,071
369,98;-1;3;369,98;-3,071
370,03;-0,85;3,2;370,03;-3,071
370,08;-0,68;3,4;370,08;-3,071
370,13;-0,51;3,4;370,13;-3,071
370,18;-0,34;3,3;370,18;-3,071
370,23;-0,18;3,1;370,23;-3,071
370,28;-0,03;2,9;370,28;-3,071
370,33;0,11;2,7;370,33;-3,071
370,38;0,24;2,4;370,38;-3,071
370,43;0,35;2,1;370,43;-3,071
370,48;0,45;1,8;370,48;-3,071
370,53;0,53;1,5;370,53;-3,071
370,58;0,59;1,1;370,58;-3,071
370,63;0,64;0,7;370,63;-3,071
370,68;0,67;0,4;370,68;-3,071
370,73;0,67;0;370,73;-3,071
370,78;0,67;-0,3;370,78;-3,071
370,83;0,65;-0,6;370,83;-3,071
370,88;0,61;-0,9;370,88;-3,071
370,93;0,56;-1,1;370,93;-3,071
370,98;0,5;-1,3;370,98;-3,071
371,03;0,43;-1,4;371,03;-3,071
371,08;0,36;-1,4;371,08;-3,071
371,13;0,29;-1,4;371,13;-3,071
371,18;0,22;-1,4;371,18;-3,071
371,23;0,14;-1,4;371,23;-3,071
371,28;0,08;-1,3;371,28;-3,071
371,33;0,01;-1,2;371,33;-3,071
371,38;-0,05;-1,1;371,38;-3,071
371,43;-0,1;-1;371,43;-3,071
371,48;-0,14;-0,9;371,48;-3,071
371,53;-0,18;-0,7;371,53;-3,071
371,58;-0,21;-0,6;371,58;-3,071
371,63;-0,24;-0,4;371,63;-3,071
371,68;-0,25;-0,2;371,68;-3,071
371,73;-0,26;-0,1;371,73;-3,071
371,78;-0,26;0;371,78;-3,071
371,83;-0,26;0,1;371,83;-3,071
371,88;-0,25;0,3;371,88;-3,071
371,93;-0,23;0,4;371,93;-3,071
371,98;-0,21;0,5;371,98;-3,071
372,03;-0,18;0,5;372,03;-3,071
372,08;-0,15;0,6;372,08;-3,071
372,13;-0,13;0,6;372,13;-3,071
372,18;-0,09;0,6;372,18;-3,071
372,23;-0,07;0,6;372,23;-3,071
372,28;-0,04;0,6;372,28;-3,071
372,33;-0,01;0,5;372,33;-3,071
372,38;0,02;0,5;372,38;-3,071
372,43;0,04;0,5;372,43;-3,071
372,48;0,06;0,4;372,48;-3,071
372,53;0,08;0,3;372,53;-3,071
372,58;0,1;0,3;372,58;-3,071
372,63;0,11;0,2;372,63;-3,071
372,68;0,12;0,1;372,68;-3,071
372,73;0,12;0,1;372,73;-3,071
372,78;0,12;0;372,78;-3,071
372,83;0,12;0;372,83;-3,071
372,88;0,12;0;372,88;-3,071
372,93;0,11;-0,2;372,93;-3,071
372,98;0,1;-0,2;372,98;-3,071
373,03;0,1;-0,2;373,03;-3,071
373,08;0,09;-0,2;373,08;-3,071
373,13;0,08;-0,2;373,13;-3,071
373,18;0,06;-0,2;373,18;-3,071
373,23;0,05;-0,2;373,23;-3,071
373,28;0,04;-0,2;373,28;-3,071
373,33;0,03;-0,2;373,33;-3,071
373,38;0,02;-0,2;373,38;-3,071
373,43;0,01;-0,2;373,43;-3,071
373,48;0;-0,2;373,48;-3,071
373,53;-0,01;-0,1;373,53;-3,071
373,58;-0,02;-0,1;373,58;-3,071
373,63;-0,02;-0,1;373,63;-3,071
373,68;-0,03;-0,1;373,68;-3,071
373,73;-0,03;0;373,73;-3,071
373,78;-0,03;0;373,78;-3,071
373,83;-0,03;0;373,83;-3,071
373,88;-0,03;0;373,88;-3,071
373,93;-0,03;0;373,93;-3,071
373,98;-0,03;0;373,98;-3,071
374,03;-0,02;0,1;374,03;-3,071
374,08;-0,02;0,1;374,08;-3,071
374,13;-0,02;0,1;374,13;-3,071
374,18;-0,01;0,1;374,18;-3,071
374,23;-0,01;0,1;374,23;-3,071
374,28;-0,01;0,1;374,28;-3,071
374,33;0;0,1;374,33;-3,071
374,38;0;0,1;374,38;-3,071
374,43;0;0,1;374,43;-3,071
374,48;0,01;0,1;374,48;-3,071
374,53;0,01;0,1;374,53;-3,071
374,58;0,02;0,1;374,58;-3,071
374,63;0,02;0;374,63;-3,071
374,68;0,02;0;374,68;-3,071
374,73;0,02;0;374,73;-3,071
374,78;0,02;0;374,78;-3,071
374,83;0,02;0;374,83;-3,071
374,88;0,02;0;374,88;-3,071
374,93;0,02;0;374,93;-3,071
374,98;0,02;0;374,98;-3,071
375,03;0,03;0;375,03;-3,071
375,08;0,03;0;375,08;-3,071
375,13;0,02;0;375,13;-3,071
375,18;0,02;0;375,18;-3,071
375,23;0,02;0;375,23;-3,071
375,28;0,02;0;375,28;-3,071
375,33;0,02;0;375,33;-3,071
375,38;0,02;0;375,38;-3,071
375,43;0,02;0;375,43;-3,071
375,48;0,01;0;375,48;-3,071
375,53;0,01;0;375,53;-3,071
375,58;0,01;0;375,58;-3,071
375,63;0,01;0;375,63;-3,071
375,68;0,01;0;375,68;-3,071
375,73;0,01;0;375,73;-3,071
375,78;0,01;0;375,78;-3,071
375,83;0,01;0;375,83;-3,071
375,88;0,01;0;375,88;-3,071
375,93;0,01;0;375,93;-3,071
375,98;0,01;0;375,98;-3,071
376,03;0,01;0;376,03;-3,071
376,08;0,01;0;376,08;-3,071
376,13;0,01;0;376,13;-3,071
376,18;0,01;0;376,18;-3,071
376,23;0,01;0;376,23;-3,071
376,28;0,01;0;376,28;-3,071
376,33;0,01;0;376,33;-3,071
376,38;0,01;0;376,38;-3,071
376,43;0,01;0;376,43;-3,071
376,48;0,01;0;376,48;-3,071
376,53;0,01;0;376,53;-3,071
376,58;0,01;0;376,58;-3,071
376,63;0,01;0;376,63;-3,071
376,68;0,01;0;376,68;-3,071
376,73;0,01;0;376,73;-3,071
376,78;0,01;0;376,78;-3,071
376,83;0,01;0;376,83;-3,071
376,88;0,01;0;376,88;-3,071
376,93;0,01;0;376,93;-3,071
376,98;0,01;0;376,98;-3,071
377,03;0,01;0;377,03;-3,071
377,08;0,01;0;377,08;-3,071
377,13;0,01;0;377,13;-3,071
377,18;0,01;0;377,18;-3,071
377,23;0,01;0;377,23;-3,071
377,28;0,01;0;377,28;-3,071
377,33;0,01;0;377,33;-3,071
377,38;0,01;0;377,38;-3,071
377,43;0,01;0;377,43;-3,071
377,48;0,01;-0,1;377,48;-3,071
377,53;0,01;-0,1;377,53;-3,071
377,58;0,01;0;377,58;-3,071
377,63;0,01;0;377,63;-3,071
377,68;0,01;0;377,68;-3,071
377,73;0,01;0;377,73;-3,071
377,78;0,01;0;377,78;-3,071
377,83;0,01;0;377,83;-3,071
377,88;0,01;0;377,88;-3,071
377,93;0,01;0;377,93;-3,071
377,98;0,01;0;377,98;-3,071
378,03;0,01;0;378,03;-3,071
378,08;0,01;0;378,08;-3,071
378,13;0,01;0;378,13;-3,071
378,18;0,01;0;378,18;-3,071
378,23;0,01;0;378,23;-3,071
378,28;0,01;0;378,28;-3,071
378,33;0,01;0;378,33;-3,071
378,38;0,01;0;378,38;-3,071
378,43;0,01;0;378,43;-3,071
378,48;0,01;0;378,48;-3,071
378,53;0,01;0;378,53;-3,071
378,58;0,01;0;378,58;-3,071
378,63;0,01;0;378,63;-3,071
378,68;0,01;0;378,68;-3,071
378,73;0,01;0;378,73;-3,071
378,78;0,01;0;378,78;-3,071
378,83;0,01;0;378,83;-3,071
378,88;0,01;0;378,88;-3,071
378,93;0,01;0;378,93;-3,071
378,98;0,01;0;378,98;-3,071
379,03;0,01;0;379,03;-3,071
379,08;0,01;0;379,08;-3,071
379,13;0,01;0;379,13;-3,071
379,18;0,01;0;379,18;-3,071
379,23;0,01;0;379,23;-3,071
379,28;0,01;0;379,28;-3,071
379,33;0,01;0;379,33;-3,071
379,38;0,01;0;379,38;-3,071
379,43;0,01;0;379,43;-3,071
379,48;0,01;0;379,48;-3,071
379,53;0,01;0;379,53;-3,071
379,58;0,01;0;379,58;-3,071
379,63;0,01;0;379,63;-3,071
379,68;0,01;0;379,68;-3,071
379,73;0,01;0;379,73;-3,071
379,78;0,01;0;379,78;-3,071
379,83;0,01;0;379,83;-3,071
379,88;0,01;0;379,88;-3,071
379,93;0,01;0;379,93;-3,071
379,98;0,01;0;379,98;-3,071
380,03;0,01;0;380,03;-3,071
380,08;0,01;0;380,08;-3,071
380,13;0,01;0;380,13;-3,071
380,18;0,01;0;380,18;-3,071
380,23;0,01;0;380,23;-3,071
380,28;0,01;0;380,28;-3,071
380,33;0,01;0;380,33;-3,071
380,38;0,01;0;380,38;-3,071
380,43;0,01;0;380,43;-3,071
380,48;0,01;0;380,48;-3,071
380,53;0,01;0;380,53;-3,071
380,58;0,01;0;380,58;-3,071
380,63;0,01;0;380,63;-3,071
380,68;0,01;0;380,68;-3,071
380,73;0,01;0;380,73;-3,071
380,78;0,01;0;380,78;-3,071
380,83;0,01;0;380,83;-3,071
380,88;0,01;0;380,88;-3,071
380,93;0,01;0;380,93;-3,071
380,98;0,01;0;380,98;-3,071
381,03;0,01;0;381,03;-3,071
381,08;0,01;0;381,08;-3,071
381,13;0,01;0;381,13;-3,071
381,18;0,01;0;381,18;-3,071
381,23;0,01;0;381,23;-3,071
381,28;0,01;0;381,28;-3,071
381,33;0,01;0;381,33;-3,071
381,38;0,01;0;381,38;-3,071
381,43;0,01;0;381,43;-3,071
381,48;0,01;0;381,48;-3,071
381,53;0,01;0;381,53;-3,071
381,58;0,01;0;381,58;-3,071
381,63;0,01;0;381,63;-3,071
